Rank,(All),,,,,,,,,,,,,,,,,,,,
No Handicap,(Multiple Items),,,,,,,,,,,,,,,,,,,,
Median Var,(All),,,,,,,,,,,,,,,,,,,,
Season,(All),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Values,,,,,,,,,,,,,,,,,,,,
Full Name,Count of Full Name,Min of Score,,,,,,Full Name,Count of Full Name,Min of Score,check,check,,,,,,,,,
Kerry Chun,13,69,,,,,,,,,,,,,,,,,,,
Chase Cantwell,1,64,,,,,,,,,,,,,,,,,,,
Erid Ambricht,1,66,,,,,,,,,,,,,,,,,,,
Sean Frick,13,58,,,,,,,,,,,,,,,,,,,
Ken Kenard,1,80,,,,,,,,,,,,,,,,,,,
Rollie Pollie,3,56,,,,,,,,,,,,,,,,,,,
Camille Skweir,1,58,,,,,,,,,,,,,,,,,,,
Eric Ambrecht,6,58,,,,,,,,,,,,,,,,,,,
Trent Jennings,1,60,,,,,,,,,,,,,,,,,,,
Kelvin Preclado,1,61,,,,,,,,,,,,,,,,,,,
Stephen Chinn,1,61,,,,,,,,,,,,,,,,,,,
Wolf Gaudchau,81,48,,,,,,,,,,,,,,,,,,,
Ron Warren,1,65,,,,,,,,,,,,,,,,,,,
Jacob Ambrecht,2,83,,,,,,,,,,,,,,,,,,,
Darren Rosten,1,61,,,,,,,,,,,,,,,,,,,
Jeremy Meier,1,63,,,,,,,,,,,,,,,,,,,
Matt Miller,1,67,,,,,,,,,,,,,,,,,,,
Dennis Miller,1,68,,,,,,,,,,,,,,,,,,,
Adam Miller,3,53,,,,,,,,,,,,,,,,,,,
Adam Flechsig,1,64,,,,,,,,,,,,,,,,,,,
Sam Welles,2,69,,,,,,,,,,,,,,,,,,,
Arthur Grantz,1,81,,,,,,,,,,,,,,,,,,,
Jack Marciel,2,54,,,,,,,,,,,,,,,,,,,
Gabriel Sanchez,1,63,,,,,,,,,,,,,,,,,,,
Chris Capecelatro,1,64,,,,,,,,,,,,,,,,,,,
Jon Capecelatro,1,64,,,,,,,,,,,,,,,,,,,
Ian Walker,2,66,,,,,,,,,,,,,,,,,,,
Landyn Christopher,50,54,,,,,,,,,,,,,,,,,,,
Greg Jacobs,1,75,,,,,,,,,,,,,,,,,,,
Nate Weaver,2,66,,,,,,,,,,,,,,,,,,,
Mario Castillo,2,88,,,,,,,,,,,,,,,,,,,
Steward Mendenhall,1,52,,,,,,,,,,,,,,,,,,,
Chris Enockson,1,57,,,,,,,,,,,,,,,,,,,
Rory Dobson,1,61,,,,,,,,,,,,,,,,,,,
Sean Pierson,180,50,,,,,,,,,,,,,,,,,,,
Lefty Scruby,2,75,,,,,,,,,,,,,,,,,,,
Mike Clemence,1,90,,,,,,,,,,,,,,,,,,,
Mike Gilman,33,60,,,,,,,,,,,,,,,,,,,
Patrick Willey,17,56,,,,,,,,,,,,,,,,,,,
Max Thrush,29,51,,,,,,,,,,,,,,,,,,,
Brian Tseng,1,68,,,,,,,,,,,,,,,,,,,
Reggae Prime Minister,116,51,,,,,,,,,,,,,,,,,,,
Roberta Bruhn,5,75,,,,,,,,,,,,,,,,,,,
Will Abbott,1,76,,,,,,,,,,,,,,,,,,,
Jon Livadas,5,57,,,,,,,,,,,,,,,,,,,
Joel Stanley,1,61,,,,,,,,,,,,,,,,,,,
Jason Robideaux,1,64,,,,,,,,,,,,,,,,,,,
Travis Dubridge,1,65,,,,,,,,,,,,,,,,,,,
Rob Assalino,1,72,,,,,,,,,,,,,,,,,,,
Dom Tonus,2,56,,,,,,,,,,,,,,,,,,,
Taylor Fields,1,73,,,,,,,,,,,,,,,,,,,
Casey Livingood,106,49,,,,,,,,,,,,,,,,,,,
Rob Reid,5,55,,,,,,,,,,,,,,,,,,,
Spencer Churchill,43,48,,,,,,,,,,,,,,,,,,,
Edward Bigarani,48,50,,,,,,,,,,,,,,,,,,,
Dom Constantine,4,64,,,,,,,,,,,,,,,,,,,
Greg Graniss,4,55,,,,,,,,,,,,,,,,,,,
Ryan Hoffman,6,64,,,,,,,,,,,,,,,,,,,
Andy Hale,129,45,,,,,,,,,,,,,,,,,,,
James Reynolds,1,75,,,,,,,,,,,,,,,,,,,
Jack Duffield,1,76,,,,,,,,,,,,,,,,,,,
Chris Edwards,1,57,,,,,,,,,,,,,,,,,,,
Michael Handler,10,51,,,,,,,,,,,,,,,,,,,
Joshua Goesch,1,61,,,,,,,,,,,,,,,,,,,
Eli Ledwith,3,66,,,,,,,,,,,,,,,,,,,
Marlin Dal Pozzo,4,57,,,,,,,,,,,,,,,,,,,
Brandon Baker,4,67,,,,,,,,,,,,,,,,,,,
Mark Tennyson,7,49,,,,,,,,,,,,,,,,,,,
Ryan Morrison,4,64,,,,,,,,,,,,,,,,,,,
Cory Murrell,112,45,,,,,,,,,,,,,,,,,,,
Thor Scordelis,42,53,,,,,,,,,,,,,,,,,,,
Pat Mort,1,57,,,,,,,,,,,,,,,,,,,
Patrick Gilligan,1,62,,,,,,,,,,,,,,,,,,,
Caeton Roche,1,72,,,,,,,,,,,,,,,,,,,
Todd Ettman,1,80,,,,,,,,,,,,,,,,,,,
Ethan Rivera,1,67,,,,,,,,,,,,,,,,,,,
Chris Roopp,1,57,,,,,,,,,,,,,,,,,,,
Aaron Keigher,11,59,,,,,,,,,,,,,,,,,,,
Doug Dent,2,80,,,,,,,,,,,,,,,,,,,
Randy Perry,6,48,,,,,,,,,,,,,,,,,,,
Mario Avila,30,52,,,,,,,,,,,,,,,,,,,
Matt Harding,1,63,,,,,,,,,,,,,,,,,,,
Nick Marks,4,65,,,,,,,,,,,,,,,,,,,
John Barry,1,72,,,,,,,,,,,,,,,,,,,
Bethany Lasala,7,60,,,,,,,,,,,,,,,,,,,
Sam Reader,15,57,,,,,,,,,,,,,,,,,,,
Cameron Walters,2,65,,,,,,,,,,,,,,,,,,,
Angel Diaz,61,54,,,,,,,,,,,,,,,,,,,
Steve Repp,1,71,,,,,,,,,,,,,,,,,,,
Josh Hartless,1,81,,,,,,,,,,,,,,,,,,,
Terry Repp,1,85,,,,,,,,,,,,,,,,,,,
Ryan Stevens,1,68,,,,,,,,,,,,,,,,,,,
Sean Elliott,1,69,,,,,,,,,,,,,,,,,,,
Forrest Timonere,1,70,,,,,,,,,,,,,,,,,,,
Michael Van Bebber,33,57,,,,,,,,,,,,,,,,,,,
Raymond Salazar Jr,1,73,,,,,,,,,,,,,,,,,,,
Marquis Oliver,136,42,,,,,,,,,,,,,,,,,,,
Gabriel Sanuor,1,67,,,,,,,,,,,,,,,,,,,
Ian Chadwick,2,46,,,,,,,,,,,,,,,,,,,
Albert Squires,1,66,,,,,,,,,,,,,,,,,,,
Eric Roth,51,50,,,,,,,,,,,,,,,,,,,
Dan Rhodas,41,58,,,,,,,,,,,,,,,,,,,
Anthony Gesek,4,66,,,,,,,,,,,,,,,,,,,
Austin Butterworth,2,80,,,,,,,,,,,,,,,,,,,
Damon McClellan,2,63,,,,,,,,,,,,,,,,,,,
Colt Prescott,1,63,,,,,,,,,,,,,,,,,,,
Nathan Weaver,6,55,,,,,,,,,,,,,,,,,,,
Tucker Fife,1,66,,,,,,,,,,,,,,,,,,,
Ryan Prescott,1,68,,,,,,,,,,,,,,,,,,,
Candace Romaine,37,53,,,,,,,,,,,,,,,,,,,
Ren Bawner,1,71,,,,,,,,,,,,,,,,,,,
Matyas Sustik,9,58,,,,,,,,,,,,,,,,,,,
Erin Lafferty,1,74,,,,,,,,,,,,,,,,,,,
Paddy Twyford,1,75,,,,,,,,,,,,,,,,,,,
William Morgan,1,78,,,,,,,,,,,,,,,,,,,
Shiv Desai,1,78,,,,,,,,,,,,,,,,,,,
Craig Brown,9,59,,,,,,,,,,,,,,,,,,,
Sean Boulton,1,83,,,,,,,,,,,,,,,,,,,
Ben Cobb,5,48,,,,,,,,,,,,,,,,,,,
Matt Neiman,110,45,,,,,,,,,,,,,,,,,,,
Spencer Wilkinson,1,58,,,,,,,,,,,,,,,,,,,
Tommy Grant,11,52,,,,,,,,,,,,,,,,,,,
Michelle Lopez,1,74,,,,,,,,,,,,,,,,,,,
Mike Sale,42,46,,,,,,,,,,,,,,,,,,,
Alex Curran,1,60,,,,,,,,,,,,,,,,,,,
Griffin Freitas,1,64,,,,,,,,,,,,,,,,,,,
Tom Pearson,1,74,,,,,,,,,,,,,,,,,,,
Kelly Greenhoe,1,51,,,,,,,,,,,,,,,,,,,
Alex Aaron,1,57,,,,,,,,,,,,,,,,,,,
Alex Salinas,2,57,,,,,,,,,,,,,,,,,,,
Nik Quarnstrom,2,57,,,,,,,,,,,,,,,,,,,
Ren Banwer,1,66,,,,,,,,,,,,,,,,,,,
Jack Alcorn,2,55,,,,,,,,,,,,,,,,,,,
Simon Crosby,56,49,,,,,,,,,,,,,,,,,,,
Everett Secor,1,86,,,,,,,,,,,,,,,,,,,
Mitch Schee,15,56,,,,,,,,,,,,,,,,,,,
Kyle Van Dycke,1,59,,,,,,,,,,,,,,,,,,,
Kelvin Preciado,4,56,,,,,,,,,,,,,,,,,,,
Lane Otto,2,66,,,,,,,,,,,,,,,,,,,
Scott Marley,91,56,,,,,,,,,,,,,,,,,,,
Yianni Gogonas,5,60,,,,,,,,,,,,,,,,,,,
Teona Eristavi,1,87,,,,,,,,,,,,,,,,,,,
Nelson Vasquez,83,48,,,,,,,,,,,,,,,,,,,
Luis Ortiz,31,52,,,,,,,,,,,,,,,,,,,
Brian Burke,1,60,,,,,,,,,,,,,,,,,,,
Nick Haskell,1,63,,,,,,,,,,,,,,,,,,,
Tim Gilligan,2,51,,,,,,,,,,,,,,,,,,,
Ron Chambers,1,58,,,,,,,,,,,,,,,,,,,
Nick Grishkoff,17,50,,,,,,,,,,,,,,,,,,,
Bart Gross,1,65,,,,,,,,,,,,,,,,,,,
Tom Folsom,3,68,,,,,,,,,,,,,,,,,,,
Shawn Bailey,1,74,,,,,,,,,,,,,,,,,,,
Jordon Chee,1,86,,,,,,,,,,,,,,,,,,,
Tim Jones,1,86,,,,,,,,,,,,,,,,,,,
David Lakatos,1,87,,,,,,,,,,,,,,,,,,,
Derek Bacigal,2,56,,,,,,,,,,,,,,,,,,,
Ben Parkhurst,1,63,,,,,,,,,,,,,,,,,,,
Jesse Walton,6,61,,,,,,,,,,,,,,,,,,,
Marc Monbouquette,1,77,,,,,,,,,,,,,,,,,,,
Robert Bainbridge,1,50,,,,,,,,,,,,,,,,,,,
Casey Saran,8,52,,,,,,,,,,,,,,,,,,,
John Pariary,3,60,,,,,,,,,,,,,,,,,,,
Caleb Gatlin,13,55,,,,,,,,,,,,,,,,,,,
Frankie Doherty,56,54,,,,,,,,,,,,,,,,,,,
Sean Green,1,70,,,,,,,,,,,,,,,,,,,
Jeremy Quick,3,72,,,,,,,,,,,,,,,,,,,
Trevor Cozyris,1,58,,,,,,,,,,,,,,,,,,,
Adrian Giovenco,1,73,,,,,,,,,,,,,,,,,,,
Juan Bernal,39,43,,,,,,,,,,,,,,,,,,,
James Deaz,1,62,,,,,,,,,,,,,,,,,,,
James Smithells,1,64,,,,,,,,,,,,,,,,,,,
Michael Flores,3,69,,,,,,,,,,,,,,,,,,,
Albert Sandoval,6,75,,,,,,,,,,,,,,,,,,,
Flick Dickerson,1,67,,,,,,,,,,,,,,,,,,,
Steven Meister,14,62,,,,,,,,,,,,,,,,,,,
Jack Smith,1,54,,,,,,,,,,,,,,,,,,,
Gregory Maring,1,68,,,,,,,,,,,,,,,,,,,
Stephanie Ng,1,96,,,,,,,,,,,,,,,,,,,
Chris Swan,1,49,,,,,,,,,,,,,,,,,,,
Mary Romoo,1,57,,,,,,,,,,,,,,,,,,,
Jeremy Richles,1,70,,,,,,,,,,,,,,,,,,,
Ivan Rodriguez,4,54,,,,,,,,,,,,,,,,,,,
Ryan White,1,62,,,,,,,,,,,,,,,,,,,
Dave Hamilton,1,62,,,,,,,,,,,,,,,,,,,
Mitch Seifert,1,56,,,,,,,,,,,,,,,,,,,
Ken Pascoe,1,61,,,,,,,,,,,,,,,,,,,
Jenn Chopfer,1,67,,,,,,,,,,,,,,,,,,,
Peter Frey,2,58,,,,,,,,,,,,,,,,,,,
William Jerpe,48,53,,,,,,,,,,,,,,,,,,,
Robert Powell,30,53,,,,,,,,,,,,,,,,,,,
Ian Creelman,1,61,,,,,,,,,,,,,,,,,,,
Moe Ponce,1,58,,,,,,,,,,,,,,,,,,,
Robin Mclean,1,58,,,,,,,,,,,,,,,,,,,
Rob Ryan,5,52,,,,,,,,,,,,,,,,,,,
Noah Grunewald,4,53,,,,,,,,,,,,,,,,,,,
Paul Sanchez,1,66,,,,,,,,,,,,,,,,,,,
Alex Nguyen,4,70,,,,,,,,,,,,,,,,,,,
Justin Barnard,1,81,,,,,,,,,,,,,,,,,,,
Cody Szeto,3,79,,,,,,,,,,,,,,,,,,,
Chris Le,4,72,,,,,,,,,,,,,,,,,,,
Bo Powell,1,63,,,,,,,,,,,,,,,,,,,
Vince Cervantes,44,48,,,,,,,,,,,,,,,,,,,
Richard Peters,2,61,,,,,,,,,,,,,,,,,,,
Dan O'Neill,4,55,,,,,,,,,,,,,,,,,,,
Chris Shade,5,50,,,,,,,,,,,,,,,,,,,
Jim Gerencser,1,61,,,,,,,,,,,,,,,,,,,
Daniel Humphries,3,55,,,,,,,,,,,,,,,,,,,
Alex Gaber,1,99,,,,,,,,,,,,,,,,,,,
Dave Headd,31,56,,,,,,,,,,,,,,,,,,,
Jim Bohlin,1,61,,,,,,,,,,,,,,,,,,,
Alan Rodriguez,2,58,,,,,,,,,,,,,,,,,,,
Cody Stoeckel,6,62,,,,,,,,,,,,,,,,,,,
Tyler Kraus,2,75,,,,,,,,,,,,,,,,,,,
Colin Geraci,1,59,,,,,,,,,,,,,,,,,,,
Jason Delgadillo,1,61,,,,,,,,,,,,,,,,,,,
Steven Sparapani,1,65,,,,,,,,,,,,,,,,,,,
Tom Kent,2,67,,,,,,,,,,,,,,,,,,,
Johannes Muik,1,71,,,,,,,,,,,,,,,,,,,
Mo Perez,1,71,,,,,,,,,,,,,,,,,,,
Amanda Zaccone,1,57,,,,,,,,,,,,,,,,,,,
Dylan Meikle,1,61,,,,,,,,,,,,,,,,,,,
Jordan Goldberg,2,62,,,,,,,,,,,,,,,,,,,
Sami Yli-Pihlaja,1,65,,,,,,,,,,,,,,,,,,,
Shannon McIntyre,1,68,,,,,,,,,,,,,,,,,,,
Veronica Jefferson,1,69,,,,,,,,,,,,,,,,,,,
Kelly Owen,2,73,,,,,,,,,,,,,,,,,,,
Sam Walton,1,53,,,,,,,,,,,,,,,,,,,
Gil Walton,1,56,,,,,,,,,,,,,,,,,,,
Joe Dannels,91,45,,,,,,,,,,,,,,,,,,,
Andrew Claasen,3,54,,,,,,,,,,,,,,,,,,,
Adam Vargas,5,55,,,,,,,,,,,,,,,,,,,
Phil Wright,1,64,,,,,,,,,,,,,,,,,,,
Andy Rothschild,71,47,,,,,,,,,,,,,,,,,,,
Daniel Johengen,32,53,,,,,,,,,,,,,,,,,,,
Sean Senolon,1,54,,,,,,,,,,,,,,,,,,,
Cam Todd,1,54,,,,,,,,,,,,,,,,,,,
Leslie Todd,1,58,,,,,,,,,,,,,,,,,,,
Jeff McBride,1,60,,,,,,,,,,,,,,,,,,,
Andy Hancock,1,68,,,,,,,,,,,,,,,,,,,
Mike Stahulak,1,58,,,,,,,,,,,,,,,,,,,
Amanda Rose,1,60,,,,,,,,,,,,,,,,,,,
Brian Repp,23,49,,,,,,,,,,,,,,,,,,,
Tim Bohlin,4,64,,,,,,,,,,,,,,,,,,,
Craig Bostwick,50,59,,,,,,,,,,,,,,,,,,,
Brandon Stambaugh,2,60,,,,,,,,,,,,,,,,,,,
Dan Golay,4,66,,,,,,,,,,,,,,,,,,,
Allen Nelson,1,66,,,,,,,,,,,,,,,,,,,
Steve Law,1,70,,,,,,,,,,,,,,,,,,,
Joseph Wharton,1,61,,,,,,,,,,,,,,,,,,,
Michael Neylan,43,48,,,,,,,,,,,,,,,,,,,
Sergio Montanti,2,55,,,,,,,,,,,,,,,,,,,
Thierry Musy-Verdel,1,63,,,,,,,,,,,,,,,,,,,
Clinton Delhotal,1,72,,,,,,,,,,,,,,,,,,,
Adam Lahne,8,55,,,,,,,,,,,,,,,,,,,
Shae Chamberlin,1,59,,,,,,,,,,,,,,,,,,,
Patrick Humphreys,43,47,,,,,,,,,,,,,,,,,,,
Daniel Charlip-Blumlien,2,64,,,,,,,,,,,,,,,,,,,
Joe Feurtado,1,75,,,,,,,,,,,,,,,,,,,
Marc Glaeser,1,77,,,,,,,,,,,,,,,,,,,
David Charlip-Blumlein,1,78,,,,,,,,,,,,,,,,,,,
Indio Coffelt,2,54,,,,,,,,,,,,,,,,,,,
Thomas Nessen,1,61,,,,,,,,,,,,,,,,,,,
Zach Wagner,1,62,,,,,,,,,,,,,,,,,,,
John Burns Jr,1,63,,,,,,,,,,,,,,,,,,,
Chris Monacelli,1,64,,,,,,,,,,,,,,,,,,,
Nichole Orevino,1,64,,,,,,,,,,,,,,,,,,,
Brandon Elkins,2,65,,,,,,,,,,,,,,,,,,,
Sam Ingham,1,66,,,,,,,,,,,,,,,,,,,
Evan Churchill,3,59,,,,,,,,,,,,,,,,,,,
Todd Williams,2,64,,,,,,,,,,,,,,,,,,,
Sam Hafensteiner,1,79,,,,,,,,,,,,,,,,,,,
Frank Wilson,8,82,,,,,,,,,,,,,,,,,,,
Sean Coggins,1,52,,,,,,,,,,,,,,,,,,,
Eric Coggins,1,55,,,,,,,,,,,,,,,,,,,
Oliver Uribe,36,54,,,,,,,,,,,,,,,,,,,
Dan Solus,1,64,,,,,,,,,,,,,,,,,,,
Joe Cavanaugh,1,68,,,,,,,,,,,,,,,,,,,
Gian Andrea Crini,1,57,,,,,,,,,,,,,,,,,,,
Jon Scherlie,2,63,,,,,,,,,,,,,,,,,,,
Jon Camp,1,66,,,,,,,,,,,,,,,,,,,
Nellio Fontes,59,53,,,,,,,,,,,,,,,,,,,
Daniel Charlip-Blumlein,72,49,,,,,,,,,,,,,,,,,,,
Carlos Ibarra,2,72,,,,,,,,,,,,,,,,,,,
Jeff May,2,75,,,,,,,,,,,,,,,,,,,
Kevin Cassidy,1,76,,,,,,,,,,,,,,,,,,,
Adrian Bustamante,2,75,,,,,,,,,,,,,,,,,,,
Carlos Mota,2,77,,,,,,,,,,,,,,,,,,,
Dave Jameson,1,60,,,,,,,,,,,,,,,,,,,
Nick Cabarruvias,1,61,,,,,,,,,,,,,,,,,,,
Peter Beckwith,1,73,,,,,,,,,,,,,,,,,,,
Alberto Ibarra,1,74,,,,,,,,,,,,,,,,,,,
Emanuel Castro,1,77,,,,,,,,,,,,,,,,,,,
Brian Boon,1,83,,,,,,,,,,,,,,,,,,,
Josh Milich,1,56,,,,,,,,,,,,,,,,,,,
Mike Brandell,2,61,,,,,,,,,,,,,,,,,,,
Robert Bonner,1,61,,,,,,,,,,,,,,,,,,,
Lucas Walton,2,53,,,,,,,,,,,,,,,,,,,
Kyle Bailey,1,64,,,,,,,,,,,,,,,,,,,
David Yu,2,65,,,,,,,,,,,,,,,,,,,
Nelson Hsu,2,73,,,,,,,,,,,,,,,,,,,
Patrick Johnston,7,57,,,,,,,,,,,,,,,,,,,
Justin Wickus,1,62,,,,,,,,,,,,,,,,,,,
Kim Powell,7,98,,,,,,,,,,,,,,,,,,,
Adam Basler,1,56,,,,,,,,,,,,,,,,,,,
Ed Ayala,2,59,,,,,,,,,,,,,,,,,,,
Brandon Kampschuur,6,56,,,,,,,,,,,,,,,,,,,
Jacob Weaver,1,61,,,,,,,,,,,,,,,,,,,
Matt Derycke,1,77,,,,,,,,,,,,,,,,,,,
Michael Arehart,1,84,,,,,,,,,,,,,,,,,,,
Bruce Laughlin,1,58,,,,,,,,,,,,,,,,,,,
Justin Box,26,54,,,,,,,,,,,,,,,,,,,
Ryan Paul,1,50,,,,,,,,,,,,,,,,,,,
Marvin Paul,1,55,,,,,,,,,,,,,,,,,,,
Chris Herbert,1,54,,,,,,,,,,,,,,,,,,,
Josh Locklin,1,59,,,,,,,,,,,,,,,,,,,
Aurjion Zamani,3,64,,,,,,,,,,,,,,,,,,,
Andy Angers,1,74,,,,,,,,,,,,,,,,,,,
Favian Bedonie,1,84,,,,,,,,,,,,,,,,,,,
Raymundo Hernandez,2,77,,,,,,,,,,,,,,,,,,,
Armando Ensenat,2,45,,,,,,,,,,,,,,,,,,,
Ivan Rodrigueze,1,59,,,,,,,,,,,,,,,,,,,
Stephen Salazar,4,58,,,,,,,,,,,,,,,,,,,
Brian Thompson,1,67,,,,,,,,,,,,,,,,,,,
Vladi Semenov,4,67,,,,,,,,,,,,,,,,,,,
Brandon Savage,1,78,,,,,,,,,,,,,,,,,,,
Bobby Nolasco,1,64,,,,,,,,,,,,,,,,,,,
Dwayne Hegarty,9,55,,,,,,,,,,,,,,,,,,,
Sten Washburn,3,61,,,,,,,,,,,,,,,,,,,
Curtis Elliot,1,80,,,,,,,,,,,,,,,,,,,
Chris Johengen,45,49,,,,,,,,,,,,,,,,,,,
Ollie Brock,2,54,,,,,,,,,,,,,,,,,,,
Travis Steck,1,64,,,,,,,,,,,,,,,,,,,
Mejdy Tamimi,1,73,,,,,,,,,,,,,,,,,,,
Andrew Butt,5,55,,,,,,,,,,,,,,,,,,,
Michael Dauphinais,1,51,,,,,,,,,,,,,,,,,,,
Nick Duffort,3,62,,,,,,,,,,,,,,,,,,,
Jenn Schopfer,5,63,,,,,,,,,,,,,,,,,,,
Evan Sears,3,68,,,,,,,,,,,,,,,,,,,
Teddy Seiberth,1,70,,,,,,,,,,,,,,,,,,,
William Workman,1,65,,,,,,,,,,,,,,,,,,,
Sias Elmore,1,52,,,,,,,,,,,,,,,,,,,
Anslie Newman,5,50,,,,,,,,,,,,,,,,,,,
Paul Elmore,1,55,,,,,,,,,,,,,,,,,,,
Mike Alioto,1,62,,,,,,,,,,,,,,,,,,,
Chris Barker,1,64,,,,,,,,,,,,,,,,,,,
Cameron Brown,1,66,,,,,,,,,,,,,,,,,,,
Derek Thompson,13,57,,,,,,,,,,,,,,,,,,,
Nathan Vizcarra,17,58,,,,,,,,,,,,,,,,,,,
Bob McGarity,26,48,,,,,,,,,,,,,,,,,,,
Will Borger,64,46,,,,,,,,,,,,,,,,,,,
Andy Hennebry,3,53,,,,,,,,,,,,,,,,,,,
Dimitri Kononov,3,61,,,,,,,,,,,,,,,,,,,
Jennifer Teets,4,81,,,,,,,,,,,,,,,,,,,
Ben McNinch,1,58,,,,,,,,,,,,,,,,,,,
Toby Whysall,2,59,,,,,,,,,,,,,,,,,,,
Chuck Kindred,1,62,,,,,,,,,,,,,,,,,,,
Jamie Arambala,2,54,,,,,,,,,,,,,,,,,,,
Alan Chambless,65,54,,,,,,,,,,,,,,,,,,,
Mardell Johnson,1,60,,,,,,,,,,,,,,,,,,,
Kevin Berg,1,61,,,,,,,,,,,,,,,,,,,
Keenan Dalton,2,54,,,,,,,,,,,,,,,,,,,
Aaron Scheid,1,63,,,,,,,,,,,,,,,,,,,
London Holmes,1,65,,,,,,,,,,,,,,,,,,,
Shaun Charity,1,67,,,,,,,,,,,,,,,,,,,
Danny Ramirez,1,68,,,,,,,,,,,,,,,,,,,
Dave Wilson,8,59,,,,,,,,,,,,,,,,,,,
Michael Ware,1,55,,,,,,,,,,,,,,,,,,,
Joe Kestler,25,48,,,,,,,,,,,,,,,,,,,
Will Martin,1,59,,,,,,,,,,,,,,,,,,,
Daniel Moroney,14,56,,,,,,,,,,,,,,,,,,,
Jared Black,3,64,,,,,,,,,,,,,,,,,,,
Jamie Kennedy,24,55,,,,,,,,,,,,,,,,,,,
Tu Tran,25,58,,,,,,,,,,,,,,,,,,,
Nicolette Palmer,1,114,,,,,,,,,,,,,,,,,,,
Stevo McGaughy,1,63,,,,,,,,,,,,,,,,,,,
Dale Ferreira,9,56,,,,,,,,,,,,,,,,,,,
Aren Hofland,2,62,,,,,,,,,,,,,,,,,,,
Ryan Smith,1,76,,,,,,,,,,,,,,,,,,,
Zack Hampton,1,86,,,,,,,,,,,,,,,,,,,
Tom Johnson,12,50,,,,,,,,,,,,,,,,,,,
Jeffrey Gehringer,1,57,,,,,,,,,,,,,,,,,,,
Greg Luport,2,53,,,,,,,,,,,,,,,,,,,
Austin Thielman,1,55,,,,,,,,,,,,,,,,,,,
Darion Heltne,1,61,,,,,,,,,,,,,,,,,,,
John Hahn,1,55,,,,,,,,,,,,,,,,,,,
Jake Chapman,7,57,,,,,,,,,,,,,,,,,,,
Jimmy Phillips,1,63,,,,,,,,,,,,,,,,,,,
Ben Horst,2,63,,,,,,,,,,,,,,,,,,,
Krystal Ricks,33,64,,,,,,,,,,,,,,,,,,,
Wes Moyer,1,63,,,,,,,,,,,,,,,,,,,
Tyler Schroder,3,56,,,,,,,,,,,,,,,,,,,
Jeffrey Plonsker,1,64,,,,,,,,,,,,,,,,,,,
Ron Breckenridge,1,70,,,,,,,,,,,,,,,,,,,
Gordon Kennedy,7,62,,,,,,,,,,,,,,,,,,,
Emily Slavens,1,79,,,,,,,,,,,,,,,,,,,
Jason Sutter,2,66,,,,,,,,,,,,,,,,,,,
Erik Parker,2,86,,,,,,,,,,,,,,,,,,,
James Lindsay,3,57,,,,,,,,,,,,,,,,,,,
Chris Tirrell,76,49,,,,,,,,,,,,,,,,,,,
Mike Fitz,1,73,,,,,,,,,,,,,,,,,,,
Daniel Dodell,57,53,,,,,,,,,,,,,,,,,,,
David Yovino,24,50,,,,,,,,,,,,,,,,,,,
Wright Mormon,1,64,,,,,,,,,,,,,,,,,,,
Dakota Patterson,1,63,,,,,,,,,,,,,,,,,,,
Erik Mayfield,2,67,,,,,,,,,,,,,,,,,,,
Dustin Sandgren,1,59,,,,,,,,,,,,,,,,,,,
Irving Diaz,1,84,,,,,,,,,,,,,,,,,,,
Malcolm Doublejack,1,57,,,,,,,,,,,,,,,,,,,
John Opsal,13,56,,,,,,,,,,,,,,,,,,,
Mariano Hernandez,1,58,,,,,,,,,,,,,,,,,,,
Ray Cooper,2,62,,,,,,,,,,,,,,,,,,,
Nate Gonzalez,2,67,,,,,,,,,,,,,,,,,,,
Ward Hoskins,1,71,,,,,,,,,,,,,,,,,,,
Tom Brown,1,59,,,,,,,,,,,,,,,,,,,
Brian Bacony,3,60,,,,,,,,,,,,,,,,,,,
Jonathan Roghair,1,67,,,,,,,,,,,,,,,,,,,
Daniel Wilson,1,69,,,,,,,,,,,,,,,,,,,
John Gardemeyer,3,62,,,,,,,,,,,,,,,,,,,
Paul Johnston,1,66,,,,,,,,,,,,,,,,,,,
Alexander Williams,1,62,,,,,,,,,,,,,,,,,,,
Kevin Urban,3,64,,,,,,,,,,,,,,,,,,,
Jerome Stolly,3,63,,,,,,,,,,,,,,,,,,,
Bryan Fong,3,64,,,,,,,,,,,,,,,,,,,
Anthony Reygoza,1,54,,,,,,,,,,,,,,,,,,,
Bonner Butler,1,57,,,,,,,,,,,,,,,,,,,
Brian Dunney,1,61,,,,,,,,,,,,,,,,,,,
Steve Schaffer,1,93,,,,,,,,,,,,,,,,,,,
Wade Ferrari,1,74,,,,,,,,,,,,,,,,,,,
Neil Mason,10,58,,,,,,,,,,,,,,,,,,,
Steve Lakovits,1,58,,,,,,,,,,,,,,,,,,,
Ben Fox,31,44,,,,,,,,,,,,,,,,,,,
Patrick Whitesell,18,60,,,,,,,,,,,,,,,,,,,
David Gill,7,60,,,,,,,,,,,,,,,,,,,
Runar Gislason,1,70,,,,,,,,,,,,,,,,,,,
Adam Cross,1,72,,,,,,,,,,,,,,,,,,,
Reno Woods,1,60,,,,,,,,,,,,,,,,,,,
Jessica Fine-Garrett,1,74,,,,,,,,,,,,,,,,,,,
